team,season,player_name,jersey_number,height,weight,college,player_id
CIN,2012,Ryan Whalen,88,73.0,200.0,,00-0028105
BUF,2012,Chris White,51,75.0,238.0,,00-0028107
MIN,2012,Mistral Raymond,41,73.0,202.0,,00-0028108
MIN,2012,Brandon Fusco,63,76.0,306.0,Slippery Rock,00-0028110
SEA,2012,Byron Maxwell,41,73.0,207.0,Clemson,00-0028111
MIA,2012,Charles Clay,42,75.0,250.0,Tulsa,00-0028112
TEN,2012,Byron Stingily,68,77.0,313.0,,00-0028113
DAL,2012,Dwayne Harris,17,70.0,200.0,East Carolina,00-0028114
WAS,2012,Evan Royster,22,73.0,216.0,,00-0028115
WAS,2012,Aldrick Robinson,11,70.0,181.0,Southern Methodist,00-0028116
NYJ,2012,Caleb Schlauderaff,72,76.0,302.0,,00-0028117
BLT,2012,Tyrod Taylor,2,73.0,215.0,Virginia Tech,00-0028118
OAK,2012,Richard Gordon,82,76.0,268.0,Miami (Fla.),00-0028119
JAX,2012,Jordan Todman,30,69.0,198.0,Connecticut,00-0028121
ARZ,2012,David Carter,79,77.0,300.0,,00-0028122
JAX,2012,Greg Jones,54,72.0,248.0,,00-0028123
GB,2012,D.J. Smith,51,71.0,239.0,,00-0028124
SEA,2012,Allen Bradford,52,71.0,235.0,Southern California,00-0028125
DEN,2012,Mike Mohamed,47,75.0,245.0,California,00-0028127
CAR,2012,Colin Jones,42,72.0,208.0,Texas Christian,00-0028128
PHI,2012,Jason Kelce,62,75.0,295.0,Cincinnati,00-0028129
ATL,2012,Matt Bosher,5,72.0,208.0,Miami (Fla.),00-0028130
PHI,2012,Brian Rolle,52,70.0,240.0,,00-0028131
CHI,2012,J.T. Thomas,97,73.0,236.0,West Virginia,00-0028133
BUF,2012,Keith Williams,68,77.0,330.0,,00-0028134
NYG,2012,Tyler Sash,39,72.0,215.0,,00-0028136
KC,2012,Jerrell Powe,95,74.0,335.0,,00-0028137
SD,2012,Stephen Schilling,72,77.0,308.0,,00-0028139
NYG,2012,Jacquian Williams,57,75.0,224.0,,00-0028140
CAR,2012,Zack Williams,64,75.0,315.0,,00-0028141
DEN,2012,Virgil Green,85,77.0,252.0,Nevada,00-0028142
TB,2012,Lazarius Levingston,78,76.0,292.0,,00-0028143
BUF,2012,Justin Rogers,26,71.0,181.0,Richmond,00-0028144
NYJ,2012,Greg McElroy,14,74.0,225.0,,00-0028146
SF,2012,Bruce Miller,49,74.0,248.0,Central Florida,00-0028149
HST,2012,Derek Newton,75,78.0,318.0,Arkansas State,00-0028152
MIN,2012,D'Aundre Reed,91,76.0,260.0,,00-0028153
WAS,2012,Maurice Hurt,79,75.0,329.0,,00-0028155
GB,2012,Ryan Taylor,82,75.0,254.0,,00-0028156
NE,2012,Malcolm Williams,41,71.0,205.0,,00-0028157
DET,2012,Shaun Chapas,45,74.0,244.0,,00-0028158
NYG,2012,Da'Rel Scott,33,71.0,210.0,,00-0028159
TB,2012,Anthony Gaitor,26,70.0,182.0,,00-0028160
TB,2012,Markus White,92,76.0,264.0,,00-0028162
WAS,2012,Markus White,55,76.0,264.0,,00-0028162
BLT,2012,Anthony Allen,35,73.0,223.0,,00-0028163
ATL,2012,Cliff Matthews,98,76.0,268.0,,00-0028168
CAR,2012,Frank Kearse,99,77.0,315.0,,00-0028169
PIT,2012,Baron Batch,20,69.0,210.0,,00-0028170
IND,2012,Lawrence Guy,67,76.0,304.0,Arizona State,00-0028171
SD,2012,Andrew Gachkar,59,75.0,240.0,Missouri,00-0028172
MIA,2012,Jimmy Wilson,27,71.0,205.0,,00-0028173
MIN,2012,Stephen Burton,11,73.0,224.0,,00-0028174
BUF,2012,Greg Lloyd,59,73.0,247.0,,00-0028175
IND,2012,Mike Person,60,76.0,299.0,Montana State,00-0028177
SEA,2012,Mike Person,75,76.0,299.0,Montana State,00-0028177
PHI,2012,Stanley Havili,39,72.0,245.0,,00-0028178
OAK,2012,David Ausberry,86,76.0,258.0,,00-0028179
SEA,2012,Malcolm Smith,53,72.0,226.0,Southern California,00-0028180
CLV,2012,Eric Hagg,27,73.0,205.0,,00-0028186
TEN,2012,Tommie Campbell,37,75.0,205.0,,00-0028189
CHI,2012,Cheta Ozougwu,95,74.0,255.0,,00-0028192
CHI,2012,Cory Brandon,76,79.0,324.0,,00-0028194
NO,2012,Ricky Henry,65,76.0,310.0,,00-0028196
MIN,2012,Matt Asiata,48,71.0,234.0,Utah,00-0028198
OAK,2012,Willie Smith,79,77.0,310.0,,00-0028201
KC,2012,Shaun Draughn,20,72.0,205.0,North Carolina,00-0028202
IND,2012,Mario Harvey,54,72.0,264.0,,00-0028211
DEN,2012,Chris Harris,25,70.0,190.0,Kansas,00-0028224
BUF,2012,Chris Hogan,15,73.0,215.0,"Monmouth, N.J.",00-0028237
NYJ,2012,Konrad Reuland,87,76.0,260.0,,00-0028238
SF,2012,Ian Williams,93,73.0,305.0,,00-0028241
GB,2012,Jeremy Ross,10,71.0,215.0,California,00-0028249
NE,2012,Jeff Tarpinian,53,75.0,240.0,,00-0028251
MIA,2012,Will Yeatman,72,78.0,270.0,,00-0028253
DEN,2012,Sealver Siliga,98,74.0,307.0,Utah,00-0028256
MIN,2012,Larry Dean,51,72.0,226.0,,00-0028260
DAL,2012,Andre Holmes,15,76.0,223.0,Hillsdale,00-0028263
MIN,2012,Allen Reisner,83,75.0,255.0,Iowa,00-0028267
JAX,2012,Allen Reisner,87,75.0,255.0,Iowa,00-0028267
IND,2012,Weslye Saunders,85,77.0,270.0,,00-0028270
SL,2012,Tim Barnes,61,76.0,300.0,Missouri,00-0028274
BLT,2012,Josh Bynes,56,73.0,240.0,Auburn,00-0028278
BLT,2012,Bryan Hall,95,72.0,291.0,,00-0028279
PIT,2012,Josh Victorian,35,70.0,190.0,,00-0028286
BLT,2012,LaQuan Williams,15,72.0,195.0,,00-0028288
NYJ,2012,Nick Bellore,54,73.0,250.0,Central Michigan,00-0028292
ATL,2012,D.J. Davis,19,73.0,205.0,,00-0028307
CLV,2012,Christian Yount,57,73.0,256.0,,00-0028309
OAK,2012,Brandon Bair,75,79.0,272.0,Oregon,00-0028311
NYJ,2012,Darrin Walls,27,72.0,190.0,,00-0028334
CHI,2012,Kyle Adams,86,76.0,255.0,,00-0028337
IND,2012,Kris Adams,81,75.0,194.0,,00-0028338
WAS,2012,Mario Addison,58,75.0,257.0,Troy,00-0028339
IND,2012,Mario Addison,97,75.0,257.0,Troy,00-0028339
CAR,2012,Mario Addison,97,75.0,257.0,Troy,00-0028339
CHI,2012,Dom DeCicco,57,76.0,230.0,,00-0028344
IND,2012,Robert Hughes,29,71.0,235.0,,00-0028345
GB,2012,Jordan Miller,91,74.0,315.0,,00-0028349
CIN,2012,Dane Sanzenbacher,11,71.0,180.0,,00-0028352
CHI,2012,Dane Sanzenbacher,18,71.0,180.0,,00-0028352
CHI,2012,Anthony Walters,37,73.0,207.0,,00-0028357
MIN,2012,McLeod Bethel-Thompson,4,75.0,230.0,,00-0028359
TEN,2012,Michael Preston,14,77.0,206.0,,00-0028362
NYG,2012,Spencer Paysinger,52,74.0,236.0,Oregon,00-0028368
SD,2012,Kyle Nelson,42,74.0,240.0,New Mexico State,00-0028374
NYJ,2012,John Griffin,21,70.0,208.0,,00-0028377
MIA,2012,Julian Posey,38,71.0,187.0,,00-0028381
SL,2012,Jake McQuaide,44,74.0,247.0,Ohio State,00-0028394
CIN,2012,Armon Binns,85,75.0,210.0,,00-0028400
MIA,2012,Armon Binns,19,75.0,210.0,,00-0028400
JAX,2012,Cameron Bradfield,78,76.0,308.0,,00-0028401
ATL,2012,Tommy Gallarda,87,77.0,262.0,,00-0028406
GB,2012,DuJuan Harris,26,69.0,208.0,Troy,00-0028409
BUF,2012,T.J. Heath,44,72.0,188.0,,00-0028410
MIA,2012,Kyle Miller,87,77.0,260.0,Mount Union,00-0028415
IND,2012,Kyle Miller,86,77.0,260.0,Mount Union,00-0028415
JAX,2012,Richard Murphy,39,73.0,215.0,,00-0028416
KC,2012,Jamar Newsome,84,73.0,201.0,,00-0028417
JAX,2012,Kevin Rutland,22,72.0,193.0,,00-0028420
PHI,2012,Cedric Thornton,72,76.0,309.0,Southern Arkansas,00-0028424
PHI,2012,Chas Henry,8,75.0,219.0,,00-0028427
SEA,2012,Doug Baldwin,89,70.0,189.0,Stanford,00-0028434
SEA,2012,Jeron Johnson,32,70.0,212.0,Boise State,00-0028441
SEA,2012,Michael Morgan,57,75.0,226.0,USC,00-0028443
SEA,2012,Ron Parker,36,72.0,206.0,Newberry,00-0028445
CAR,2012,Ron Parker,25,72.0,206.0,Newberry,00-0028445
DAL,2012,Vince Agnew,23,70.0,196.0,,00-0028450
MIA,2012,Pat Devlin,7,75.0,225.0,Delaware,00-0028453
MIA,2012,Jonathan Freeny,59,74.0,250.0,Rutgers,00-0028454
SF,2012,Demarcus Dobbs,83,78.0,282.0,Georgia,00-0028479
OAK,2012,Cory Nelms,38,72.0,195.0,,00-0028480
BUF,2012,Mana Silva,30,73.0,214.0,,00-0028488
DAL,2012,Mana Silva,36,73.0,214.0,,00-0028488
NYG,2012,Henry Hynoski,45,73.0,266.0,,00-0028492
PHI,2012,David Sims,21,69.0,204.0,,00-0028493
NE,2012,Danny Aiken,48,76.0,260.0,Virginia,00-0028496
NE,2012,Kamar Aiken,16,74.0,213.0,Central Florida,00-0028497
NO,2012,Mike Higgins,81,77.0,242.0,,00-0028522
NO,2012,Joe Morgan,13,73.0,184.0,Walsh,00-0028532
HST,2012,Mister Alexander,90,75.0,252.0,,00-0028533
HST,2012,Bryan Braman,50,77.0,251.0,West Texas A&M,00-0028536
HST,2012,Lestar Jean,18,75.0,212.0,,00-0028542
DAL,2012,Colin Cochart,87,76.0,258.0,,00-0028550
NO,2012,Isa Abdul-Quddus,42,73.0,220.0,Fordham,00-0028564
CHI,2012,Armando Allen,25,70.0,190.0,,00-0028565
SD,2012,Colin Baxter,64,75.0,310.0,,00-0028573
SD,2012,Bront Bird,97,76.0,250.0,,00-0028575
KC,2012,Patrick DiMarco,49,73.0,243.0,South Carolina,00-0028581
SD,2012,Damik Scafe,75,74.0,300.0,,00-0028586
SF,2012,Scott Tolzien,3,75.0,208.0,Wisconsin,00-0028595
GB,2012,M.D. Jennings,43,72.0,187.0,,00-0028598
GB,2012,Jamari Lattimore,57,74.0,230.0,,00-0028600
OAK,2012,Brandian Ross,29,72.0,191.0,,00-0028601
GB,2012,Brandian Ross,39,72.0,191.0,,00-0028601
GB,2012,Brandon Saine,33,71.0,220.0,,00-0028602
GB,2012,Vic So'oto,97,75.0,263.0,,00-0028605
WAS,2012,Vic So'oto,58,75.0,263.0,,00-0028605
OAK,2012,Vic So'oto,54,75.0,263.0,,00-0028605
ARZ,2012,Kerry Taylor,18,72.0,200.0,,00-0028606
DAL,2012,Phillip Tanner,34,70.0,217.0,,00-0028613
DAL,2012,Alex Albright,55,77.0,260.0,,00-0028614
NYG,2012,Mark Herzlich,58,76.0,246.0,Boston College,00-0028620
DET,2012,Ricardo Silva,39,75.0,225.0,,00-0028631
TEN,2012,Darren Evans,36,72.0,232.0,,00-0028645
TB,2012,David Gilreath,84,70.0,169.0,,00-0028646
PIT,2012,David Gilreath,18,70.0,169.0,,00-0028646
IND,2012,Joe Lefeged,35,72.0,205.0,,00-0028650
SL,2012,Mike McNeill,89,76.0,235.0,,00-0028651
PHI,2012,Adrian Moten,57,74.0,230.0,,00-0028653
CLV,2012,Adrian Moten,54,74.0,230.0,,00-0028653
DAL,2012,Dan Bailey,5,72.0,189.0,Oklahoma State,00-0028660
DAL,2012,Mario Butler,31,72.0,187.0,,00-0028662
DAL,2012,Chris Jones,6,72.0,208.0,Carson-Newman,00-0028664
DAL,2012,Kevin Kowalski,60,75.0,304.0,,00-0028665
DAL,2012,Orie Lemon,58,73.0,242.0,Oklahoma State,00-0028666
TB,2012,LeQuan Lewis,30,71.0,190.0,,00-0028678
DAL,2012,LeQuan Lewis,23,71.0,190.0,,00-0028678
CLV,2012,Jarrod Shaw,74,75.0,316.0,,00-0028690
CAR,2012,James Dockery,31,73.0,185.0,,00-0028694
CAR,2012,Armond Smith,36,69.0,194.0,,00-0028706
ARZ,2012,Ricky Lumpkin,95,76.0,306.0,,00-0028722
ARZ,2012,William Powell,33,69.0,207.0,,00-0028736
CAR,2012,Byron Bell,77,77.0,340.0,New Mexico,00-0028738
CAR,2012,Thomas Keiser,98,76.0,260.0,,00-0028742
NE,2012,Sterling Moore,29,70.0,200.0,Southern Methodist,00-0028767
DAL,2012,Sterling Moore,30,70.0,200.0,Southern Methodist,00-0028767
WAS,2012,Kai Forbath,2,71.0,197.0,UCLA,00-0028787
ATL,2012,Kevin Cone,15,74.0,216.0,,00-0028792
TEN,2012,Tracy Wilson,35,74.0,203.0,,00-0028824
OAK,2012,Terrelle Pryor,6,76.0,233.0,Ohio State,00-0028825
CLV,2012,Craig Robertson,53,73.0,229.0,North Texas,00-0028834
PIT,2012,Marshall McFadden,40,73.0,233.0,,00-0028835
SF,2012,Michael Wilhoite,57,72.0,240.0,Washburn,00-0028836
PIT,2012,Will Johnson,46,74.0,238.0,West Virginia,00-0028841
NYJ,2012,Hayden Smith,82,78.0,255.0,,00-0028842
ATL,2012,Josh Harris,47,73.0,224.0,Auburn,00-0028845
NO,2012,Bryce Harris,79,78.0,300.0,Fresno State,00-0028862
ATL,2012,Dominique Davis,4,75.0,210.0,,00-0028863
ATL,2012,Phillipkeith Manley,68,77.0,309.0,,00-0028866
SL,2012,Quinton Pointer,33,69.0,186.0,,00-0028870
SL,2012,Matt Daniels,37,72.0,211.0,Duke,00-0028871
SL,2012,Johnny Hekker,6,77.0,227.0,Oregon State,00-0028872
TB,2012,Matthew Masifilo,97,75.0,280.0,,00-0028875
TEN,2012,Collin Mooney,42,70.0,247.0,,00-0028876
SL,2012,Matt Conrath,71,79.0,290.0,Virginia,00-0028878
IND,2012,Delano Howell,26,71.0,201.0,,00-0028895
BUF,2012,Delano Howell,36,71.0,201.0,,00-0028895
BUF,2012,Shawn Powell,6,76.0,243.0,,00-0028897
SL,2012,Rodney McLeod,23,70.0,183.0,Virginia,00-0028899
SF,2012,Garrett Celek,81,77.0,252.0,Michigan State,00-0028903
TB,2012,Chris Owusu,80,74.0,200.0,Stanford,00-0028905
IND,2012,Nathan Palmer,10,71.0,195.0,,00-0028906
CIN,2012,Vontaze Burfict,55,73.0,245.0,Arizona State,00-0028912
CLV,2012,Tashaun Gipson,39,71.0,205.0,Wyoming,00-0028924
CLV,2012,Josh Cooper,88,70.0,190.0,,00-0028930
CLV,2012,L.J. Fort,58,72.0,230.0,Northern Iowa,00-0028932
CHI,2012,Jerry Franklin,59,73.0,245.0,Arkansas,00-0028941
DEN,2012,Duke Ihenacho,33,73.0,205.0,San Jose State,00-0028942
DEN,2012,Steven Johnson,53,73.0,237.0,Kansas,00-0028943
DEN,2012,Aaron Brewer,46,77.0,225.0,San Diego State,00-0028946
PIT,2012,Drew Butler,9,73.0,204.0,,00-0028952
PIT,2012,Robert Golden,21,71.0,202.0,Arizona,00-0028954
SL,2012,Austin Davis,9,74.0,221.0,Southern Mississippi,00-0028957
SL,2012,Cory Harkey,46,76.0,260.0,UCLA,00-0028958
TEN,2012,Brandon Barden,81,76.0,251.0,,00-0028961
PIT,2012,Adrian Robinson,57,73.0,250.0,,00-0028978
SF,2012,Jewel Hampton,33,69.0,210.0,,00-0028980
HST,2012,David Hunter,72,74.0,306.0,,00-0028985
IND,2012,Dominique Jones,46,75.0,255.0,Shepherd,00-0028994
NYJ,2012,Stephen Hill,84,76.0,215.0,,00-0028995
WAS,2012,Richard Crawford,39,71.0,188.0,,00-0028996
WAS,2012,Jordan Bernstine,48,71.0,214.0,,00-0028997
DAL,2012,Cole Beasley,11,68.0,177.0,Southern Methodist,00-0029000
DAL,2012,Lance Dunbar,25,68.0,191.0,North Texas,00-0029004
ATL,2012,Harland Gunn,69,74.0,310.0,,00-0029005
NO,2012,Saalim Hakim,18,71.0,188.0,Palomar Coll. CA (J.C.),00-0029006
BLT,2012,Adrian Hamilton,54,75.0,250.0,,00-0029007
DAL,2012,Ronald Leary,65,75.0,318.0,Memphis,00-0029010
KC,2012,Hayworth Hicks,68,75.0,336.0,,00-0029035
NYJ,2012,Hayworth Hicks,75,75.0,336.0,,00-0029035
CAR,2012,Hayworth Hicks,75,75.0,336.0,,00-0029035
NYJ,2012,Marcus Dowtin,92,74.0,226.0,,00-0029038
NYJ,2012,Donnie Fletcher,34,73.0,195.0,,00-0029039
NYJ,2012,Damon Harrison,71,75.0,350.0,William Penn,00-0029040
JAX,2012,Antwon Blake,38,69.0,198.0,Texas-El Paso,00-0029050
GB,2012,Jarrett Boykin,11,74.0,218.0,,00-0029051
JAX,2012,Michael Brewster,60,76.0,305.0,,00-0029052
JAX,2012,Ryan Davis,59,74.0,260.0,Bethune-Cookman,00-0029053
JAX,2012,Kevin Elliott,87,75.0,215.0,,00-0029055
BUF,2012,Kevin Elliott,18,75.0,215.0,,00-0029055
JAX,2012,Julian Stanford,57,73.0,230.0,Wagner,00-0029061
CLV,2012,Johnson Bademosi,37,72.0,200.0,Stanford,00-0029065
CIN,2012,Trevor Robinson,66,77.0,305.0,,00-0029066
JAX,2012,Austin Pasztor,67,79.0,308.0,Virginia,00-0029076
DAL,2012,Darrion Weems,75,77.0,302.0,,00-0029080
TB,2012,Leonard Johnson,29,70.0,202.0,Iowa State,00-0029087
IND,2012,Bradley Sowell,60,79.0,320.0,Mississippi,00-0029091
HST,2012,Cameron Collins,49,74.0,241.0,,00-0029101
MIA,2012,Josh Samuda,64,75.0,315.0,,00-0029110
MIA,2012,Derrick Shelby,79,74.0,270.0,Utah,00-0029111
OAK,2012,Kaelin Burnett,95,76.0,240.0,,00-0029118
OAK,2012,Lucas Nix,76,77.0,320.0,,00-0029127
OAK,2012,Rod Streater,80,75.0,200.0,Temple,00-0029129
GB,2012,Dezman Moses,54,74.0,249.0,,00-0029130
TEN,2012,Beau Brinkley,48,76.0,237.0,Missouri,00-0029134
CHI,2012,Alshon Jeffery,17,75.0,216.0,South Carolina,00-0029137
PIT,2012,Alameda Ta'amu,95,75.0,348.0,,00-0029138
WAS,2012,Adam Gettis,73,74.0,292.0,Iowa,00-0029139
PIT,2012,Chris Rainey,22,69.0,180.0,,00-0029140
WAS,2012,Alfred Morris,46,69.0,218.0,Florida Atlantic,00-0029141
SEA,2012,Winston Guy,27,73.0,218.0,,00-0029142
NYJ,2012,Josh Bush,32,71.0,205.0,Wake Forest,00-0029143
WAS,2012,Tom Compton,68,77.0,308.0,South Dakota,00-0029144
TB,2012,Michael Smith,34,69.0,205.0,,00-0029145
SEA,2012,J.R. Sweezy,64,77.0,298.0,North Carolina State,00-0029146
SL,2012,Sammy Brown,57,74.0,242.0,,00-0029148
MIA,2012,Sammy Brown,52,74.0,242.0,,00-0029148
JAX,2012,Mike Brown,12,70.0,200.0,,00-0029155
SEA,2012,Jermaine Kearse,11,74.0,208.0,Washington,00-0029159
SF,2012,Tony Jerod-Eddie,63,77.0,301.0,Texas A&M,00-0029165
BUF,2012,David Snow,61,76.0,303.0,,00-0029166
NO,2012,A.J. Davis,20,72.0,183.0,,00-0029167
TB,2012,Danny Noble,86,77.0,248.0,,00-0029183
GB,2012,Don Barclay,67,76.0,305.0,West Virginia,00-0029187
SEA,2012,DeShawn Shead,35,73.0,220.0,Portland State,00-0029191
SEA,2012,Bruce Irvin,51,75.0,248.0,West Virginia,00-0029193
TEN,2012,DaJohn Harris,96,75.0,306.0,,00-0029195
GB,2012,Sean Richardson,28,74.0,216.0,Vanderbilt,00-0029201
PIT,2012,Mike Adams,76,79.0,323.0,Ohio State,00-0029202
SD,2012,David Molk,60,72.0,300.0,Michigan,00-0029203
JAX,2012,Toney Clemons,17,74.0,210.0,,00-0029204
NO,2012,Travaris Cadet,39,73.0,210.0,Appalachian State,00-0029205
NO,2012,Jerico Nelson,37,70.0,216.0,,00-0029207
NO,2012,Tyrunn Walker,75,75.0,294.0,Tulsa,00-0029208
DET,2012,Ryan Broyles,84,70.0,188.0,,00-0029209
DET,2012,Ronnell Lewis,97,74.0,253.0,,00-0029210
GB,2012,Jerron McMillian,22,71.0,203.0,,00-0029211
DET,2012,Tahir Whitehead,59,73.0,228.0,Temple,00-0029212
CIN,2012,George Iloka,43,76.0,225.0,Boise State,00-0029215
DET,2012,Jonte Green,36,72.0,184.0,,00-0029216
DET,2012,Travis Lewis,50,73.0,240.0,Oklahoma,00-0029217
PIT,2012,David Paulson,81,76.0,246.0,,00-0029218
NYG,2012,Terrence Frederick,36,70.0,187.0,,00-0029220
DET,2012,Kellen Moore,17,72.0,197.0,Boise State,00-0029234
NE,2012,Brandon Bolden,38,71.0,220.0,Mississippi,00-0029239
NE,2012,Marcus Forston,98,75.0,305.0,,00-0029240
NE,2012,Justin Francis,94,76.0,270.0,,00-0029241
NE,2012,Markus Zusevics,66,77.0,300.0,,00-0029244
CAR,2012,Luke Kuechly,59,75.0,235.0,Boston College,00-0029248
SD,2012,Melvin Ingram,54,73.0,265.0,South Carolina,00-0029249
CHI,2012,Shea McClellin,99,75.0,260.0,Boise State,00-0029250
NYG,2012,David Wilson,22,69.0,205.0,,00-0029251
BLT,2012,Courtney Upshaw,91,74.0,272.0,Alabama,00-0029252
CLV,2012,Mitchell Schwartz,72,77.0,320.0,California,00-0029253
CAR,2012,Amini Silatolu,61,75.0,315.0,Midwestern State,00-0029254
SEA,2012,Bobby Wagner,54,72.0,241.0,Utah State,00-0029255
SD,2012,Kendall Reyes,91,76.0,300.0,Connecticut,00-0029256
GB,2012,Jerel Worthy,99,74.0,308.0,Michigan State,00-0029257
CIN,2012,Devon Still,75,77.0,305.0,Penn State,00-0029258
BLT,2012,Kelechi Osemele,72,77.0,335.0,Iowa State,00-0029259
SF,2012,LaMichael James,23,69.0,195.0,Oregon,00-0029260
GB,2012,Casey Hayward,29,71.0,192.0,Vanderbilt,00-0029261
NYG,2012,Rueben Randle,82,74.0,208.0,LSU,00-0029262
SEA,2012,Russell Wilson,3,71.0,206.0,Wisconsin,00-0029263
BLT,2012,Bernard Pierce,30,72.0,218.0,Temple,00-0029264
DET,2012,Dwight Bentley,28,70.0,176.0,Louisiana-Lafayette,00-0029265
CLV,2012,John Hughes,93,74.0,320.0,Cincinnati,00-0029266
NYG,2012,Jayron Hosley,28,70.0,178.0,Virginia Tech,00-0029267
BLT,2012,Gino Gradkowski,66,75.0,300.0,Delaware,00-0029268
CLV,2012,Travis Benjamin,80,70.0,175.0,Miami,00-0029269
CAR,2012,Frank Alexander,90,76.0,270.0,Oklahoma,00-0029270
CAR,2012,Joe Adams,15,71.0,190.0,,00-0029271
BUF,2012,Nigel Bradham,53,74.0,241.0,Florida State,00-0029272
SEA,2012,Robert Turbin,22,70.0,222.0,Utah State,00-0029273
KC,2012,Devon Wylie,19,69.0,187.0,,00-0029274
SD,2012,Ladarius Green,89,78.0,240.0,Louisiana-Lafayette,00-0029275
CHI,2012,Evan Rodriguez,48,74.0,239.0,,00-0029276
SEA,2012,Jaye Howard,94,75.0,301.0,Florida,00-0029277
SF,2012,Joe Looney,66,75.0,309.0,Wake Forest,00-0029278
CLV,2012,James-Michael Johnson,50,73.0,240.0,,00-0029279
BUF,2012,Ron Brooks,33,70.0,190.0,LSU,00-0029280
NYG,2012,Adrien Robinson,81,76.0,264.0,,00-0029281
BLT,2012,Christian Thompson,33,72.0,211.0,,00-0029282
GB,2012,Mike Daniels,76,72.0,291.0,Iowa,00-0029284
CAR,2012,Josh Norman,24,72.0,195.0,Coastal Carolina,00-0029285
CLV,2012,Tank Carder,94,74.0,235.0,Texas Christian,00-0029287
CLV,2012,Ryan Miller,60,79.0,320.0,,00-0029290
GB,2012,Terrell Manning,56,74.0,237.0,North Carolina State,00-0029291
CIN,2012,Marvin Jones,82,74.0,195.0,California,00-0029293
BLT,2012,Asa Jackson,25,70.0,197.0,Cal Poly-S.L.O.,00-0029294
SEA,2012,Jeremy Lane,20,72.0,190.0,Northwestern State-Louisiana,00-0029295
MIN,2012,Mark Asper,79,78.0,325.0,,00-0029296
JAX,2012,Mark Asper,72,78.0,325.0,,00-0029296
SF,2012,Trenton Robinson,30,69.0,193.0,,00-0029297
KC,2012,Cyrus Gray,32,70.0,198.0,,00-0029298
CLV,2012,Billy Winn,90,76.0,295.0,Boise State,00-0029303
CAR,2012,Brad Nortman,8,74.0,210.0,Wisconsin,00-0029304
CAR,2012,D.J. Campbell,26,72.0,200.0,,00-0029305
JAX,2012,Jerome Long,70,77.0,285.0,,00-0029306
SEA,2012,Greg Scruggs,98,75.0,284.0,Louisville,00-0029308
BLT,2012,DeAngelo Tyson,93,74.0,310.0,,00-0029309
SF,2012,Cam Johnson,50,75.0,268.0,Virginia,00-0029310
KC,2012,Junior Hemingway,88,73.0,225.0,,00-0029311
NYG,2012,Markus Kuhn,78,76.0,299.0,,00-0029312
CLV,2012,Trevin Wade,26,70.0,190.0,Arizona,00-0029314
CLV,2012,Brad Smelley,47,74.0,235.0,,00-0029315
PIT,2012,Kelvin Beachum,68,75.0,303.0,Southern Methodist,00-0029316
SD,2012,Edwin Baker,27,68.0,200.0,,00-0029317
BUF,2012,John Potter,3,73.0,219.0,,00-0029318
KC,2012,Josh Bellamy,11,72.0,206.0,Louisville,00-0029319
KC,2012,Tysyn Hartman,31,75.0,206.0,,00-0029324
KC,2012,Neiko Thorpe,38,74.0,185.0,Auburn,00-0029329
CHI,2012,James Brown,78,76.0,306.0,,00-0029332
CLV,2012,Ronnie Cameron,65,74.0,295.0,,00-0029333
CHI,2012,Jeremy Jones,46,70.0,197.0,,00-0029338
ARZ,2012,Laron Byrd,17,76.0,220.0,,00-0029343
ARZ,2012,Zack Nash,59,76.0,260.0,,00-0029349
SEA,2012,Rishaw Johnson,63,77.0,313.0,,00-0029354
ARZ,2012,Scott Wedige,66,76.0,310.0,,00-0029356
KC,2012,Nate Eachus,45,70.0,212.0,,00-0029358
TB,2012,David Douglas,89,73.0,205.0,,00-0029361
NYG,2012,Adewale Ojomo,71,76.0,270.0,,00-0029366
BLT,2012,Omar Brown,38,71.0,195.0,,00-0029372
CLV,2012,Ishmaa'ily Kitchen,67,73.0,330.0,,00-0029378
BLT,2012,Bobby Rainey,34,68.0,205.0,Western Kentucky,00-0029384
BLT,2012,Deonte Thompson,83,72.0,203.0,Florida,00-0029388
SEA,2012,Sean McGrath,84,77.0,247.0,Henderson State,00-0029391
CAR,2012,Nate Chandler,78,76.0,300.0,UCLA,00-0029400
NYG,2012,Will Hill,31,73.0,207.0,Florida,00-0029407
GB,2012,Nick Perry,53,75.0,265.0,USC,00-0029408
PHI,2012,Mychal Kendricks,95,71.0,239.0,California,00-0029409
NE,2012,Tavon Wilson,27,72.0,210.0,Illinois,00-0029410
ATL,2012,Peter Konz,66,77.0,317.0,,00-0029411
PHI,2012,Vinny Curry,75,75.0,266.0,Marshall,00-0029412
HST,2012,Ben Jones,60,75.0,303.0,Georgia,00-0029413
CIN,2012,Orson Charles,80,75.0,250.0,Georgia,00-0029414
HST,2012,Keshawn Martin,82,70.0,190.0,Michigan State,00-0029415
PHI,2012,Brandon Boykin,22,70.0,182.0,Georgia,00-0029416
HST,2012,Jared Crick,93,76.0,287.0,Nebraska,00-0029417
TB,2012,Najee Goode,53,72.0,244.0,West Virginia,00-0029418
PHI,2012,Dennis Kelly,67,80.0,321.0,Purdue,00-0029419
TB,2012,Keith Tandy,37,70.0,205.0,West Virginia,00-0029422
ATL,2012,Charles Mitchell,26,71.0,205.0,,00-0029423
PHI,2012,Marvin McNutt,83,74.0,216.0,,00-0029424
SL,2012,Terrance Ganaway,42,72.0,240.0,,00-0029427
