team,season,player_name,jersey_number,height,weight,college,player_id
TB,1999,John Davis,80,76.0,270.0,,00-0004004
DAL,1999,Nathan Davis,99,77.0,328.0,,00-0004025
PHI,1999,Pernell Davis,93,74.0,320.0,,00-0004031
GB,1999,Rob Davis,60,75.0,285.0,,00-0004038
CHI,1999,Russell Davis,95,76.0,295.0,,00-0004046
WAS,1999,Stephen Davis,48,72.0,234.0,,00-0004052
DEN,1999,Terrell Davis,30,71.0,210.0,,00-0004054
PIT,1999,Travis Davis,27,72.0,209.0,,00-0004059
NO,1999,Troy Davis,28,67.0,191.0,,00-0004060
GB,1999,Tyrone Davis,81,76.0,255.0,,00-0004063
DAL,1999,Wendell Davis,41,70.0,185.0,,00-0004067
CLE,1999,Zola Davis,87,72.0,185.0,,00-0004071
PHI,1999,Brian Dawkins,20,71.0,200.0,,00-0004073
SEA,1999,Sean Dawkins,81,76.0,218.0,,00-0004077
NO,1999,Lawrence Dawsey,81,72.0,198.0,,00-0004079
PIT,1999,Dermontti Dawson,63,74.0,292.0,,00-0004085
IND,1999,Lake Dawson,87,74.0,207.0,,00-0004088
CLE,1999,Phil Dawson,4,70.0,190.0,Texas,00-0004091
CLE,1999,James Dearth,88,75.0,269.0,,00-0004112
SF,1999,Derrick Deese,63,75.0,289.0,,00-0004128
TEN,1999,Al Del Greco,3,70.0,202.0,,00-0004147
NO,1999,Jake Delhomme,9,74.0,205.0,,00-0004161
PHI,1999,Jeff Dellenbach,66,78.0,300.0,,00-0004168
BAL,1999,Greg DeLong,85,76.0,255.0,,00-0004172
CIN,1999,Brian DeMarco,73,79.0,323.0,,00-0004180
MIA,1999,Autry Denson,21,70.0,193.0,,00-0004200
NE,1999,Damon Denson,61,76.0,305.0,,00-0004201
WAS,1999,Tim Denton,25,71.0,182.0,,00-0004208
SF,1999,Dan Dercher,79,77.0,293.0,,00-0004214
PHI,1999,Koy Detmer,10,73.0,195.0,,00-0004229
CLE,1999,Ty Detmer,11,72.0,194.0,,00-0004230
MIN,1999,Kevin Devine,27,69.0,179.0,,00-0004237
ARI,1999,Mike Devlin,62,74.0,325.0,,00-0004241
DET,1999,Jared DeVries,95,76.0,280.0,,00-0004242
ARI,1999,James Dexter,64,79.0,320.0,,00-0004250
OAK,1999,Gennaro DiNapoli,64,75.0,300.0,,00-0004252
TB,1999,Jorge Diaz,64,76.0,304.0,,00-0004256
PHI,1999,David Diaz-Infante,63,75.0,295.0,,00-0004257
TB,1999,Trent Dilfer,12,76.0,229.0,,00-0004293
IND,1999,Ken Dilger,85,77.0,259.0,,00-0004294
CIN,1999,Corey Dillon,28,73.0,225.0,,00-0004304
SD,1999,Charles Dimry,27,72.0,176.0,,00-0004318
SD,1999,Adrian Dingle,90,75.0,272.0,,00-0004320
CAR,1999,Antonio Dingle,74,73.0,315.0,,00-0004321
GB,1999,Antonio Dingle,74,73.0,315.0,,00-0004321
ARI,1999,Chris Dishman,67,75.0,338.0,,00-0004336
KC,1999,Cris Dishman,26,72.0,196.0,,00-0004337
DET,1999,Andre Dixon,38,73.0,200.0,,00-0004344
MIN,1999,David Dixon,71,77.0,346.0,,00-0004349
SD,1999,Gerald Dixon,51,75.0,250.0,,00-0004353
MIA,1999,Mark Dixon,63,76.0,300.0,,00-0004360
DEN,1999,Chris Doering,85,76.0,195.0,,00-0004386
TB,1999,Kevin Dogins,65,73.0,301.0,,00-0004388
MIN,1999,Chris Doleman,56,77.0,287.0,,00-0004396
MIA,1999,Kevin Donnalley,65,77.0,310.0,,00-0004419
TEN,1999,Anthony Dorsett,33,71.0,200.0,,00-0004440
GB,1999,Earl Dotson,72,76.0,310.0,,00-0004455
GB,1999,Santana Dotson,71,77.0,290.0,,00-0004456
CIN,1999,Mike Doughty,76,78.0,315.0,,00-0004461
PHI,1999,Dameane Douglas,82,72.0,195.0,,00-0004463
PHI,1999,Hugh Douglas,53,74.0,280.0,,00-0004470
BAL,1999,Marques Douglas,94,74.0,270.0,,00-0004472
ATL,1999,Gary Downs,45,73.0,218.0,,00-0004495
MIA,1999,Todd Doxzon,17,73.0,186.0,,00-0004497
SF,1999,Chris Draft,57,71.0,230.0,,00-0004505
ARI,1999,Jerry Drake,76,77.0,312.0,,00-0004514
NO,1999,Tyronne Drakeford,22,71.0,185.0,,00-0004519
MIA,1999,Troy Drayton,84,75.0,265.0,,00-0004524
OAK,1999,Scott Dreisbach,10,75.0,210.0,,00-0004527
GB,1999,Donald Driver,80,72.0,175.0,,00-0004541
ATL,1999,Shane Dronett,75,78.0,298.0,,00-0004543
MIA,1999,Jim Druckenmiller,16,77.0,234.0,,00-0004546
OAK,1999,Rickey Dudley,83,78.0,255.0,,00-0004574
CLE,1999,Bill Duff,62,75.0,284.0,,00-0004581
PIT,1999,Roger Duffy,62,75.0,299.0,,00-0004586
SD,1999,Mike Dumas,38,72.0,202.0,,00-0004609
TB,1999,Jamie Duncan,59,72.0,244.0,,00-0004624
CLE,1999,Damon Dunn,81,69.0,180.0,,00-0004633
CLE,1999,David Dunn,81,74.0,220.0,,00-0004634
TB,1999,Warrick Dunn,28,68.0,180.0,,00-0004640
ATL,1999,Tim Dwight,83,68.0,180.0,,00-0004673
ARI,1999,Ernest Dye,75,78.0,330.0,,00-0004678
TEN,1999,Kevin Dyson,87,73.0,201.0,,00-0004694
NYJ,1999,Quinn Early,88,72.0,190.0,,00-0004705
NE,1999,Chad Eaton,90,77.0,300.0,,00-0004717
CAR,1999,Antonio Edwards,96,75.0,271.0,,00-0004746
GB,1999,Antuan Edwards,24,73.0,205.0,,00-0004747
MIA,1999,Brian Edwards,37,73.0,220.0,,00-0004752
KC,1999,Donnie Edwards,59,74.0,235.0,,00-0004757
CLE,1999,Marc Edwards,44,72.0,229.0,,00-0004768
NE,1999,Robert Edwards,47,71.0,218.0,,00-0004774
PIT,1999,Troy Edwards,81,69.0,192.0,,00-0004780
DAL,1999,Ebenezer Ekuban,96,75.0,280.0,,00-0004808
DEN,1999,Jason Elam,1,71.0,200.0,,00-0004811
IND,1999,Keith Elias,23,69.0,203.0,,00-0004824
NYJ,1999,Jumbo Elliott,76,79.0,305.0,,00-0004836
NE,1999,Ed Ellis,66,79.0,330.0,,00-0004848
DAL,1999,Greg Ellis,98,78.0,286.0,,00-0004851
NE,1999,Jerry Ellison,35,70.0,204.0,,00-0004871
DET,1999,Luther Elliss,94,77.0,305.0,,00-0004874
NYG,1999,Percy Ellsworth,43,74.0,225.0,,00-0004875
SEA,1999,Joey Eloms,43,70.0,183.0,,00-0004881
TB,1999,Bert Emanuel,87,70.0,176.0,,00-0004888
PIT,1999,Carlos Emmons,51,77.0,250.0,,00-0004901
DET,1999,Greg Engel,51,75.0,285.0,,00-0004906
NYG,1999,Derek Engler,69,77.0,300.0,,00-0004909
CHI,1999,Bobby Engram,81,70.0,192.0,,00-0004915
CHI,1999,Curtis Enis,44,72.0,240.0,,00-0004916
CHI,1999,Craig Erickson,19,74.0,213.0,,00-0004925
NO,1999,Justin Ernest,79,75.0,284.0,,00-0004928
BAL,1999,Chuck Evans,29,73.0,245.0,,00-0004972
CAR,1999,Doug Evans,33,73.0,190.0,,00-0004978
TEN,1999,Josh Evans,91,74.0,288.0,,00-0004989
WAS,1999,Leomont Evans,35,73.0,202.0,,00-0004993
PHI,1999,Steve Everitt,61,77.0,310.0,,00-0005020
NYJ,1999,Jason Fabini,69,79.0,312.0,,00-0005031
DET,1999,Terry Fair,23,69.0,184.0,,00-0005044
PIT,1999,Alan Faneca,65,76.0,315.0,,00-0005058
SF,1999,Chad Fann,86,75.0,250.0,,00-0005060
NYJ,1999,Robert Farmer,25,71.0,217.0,,00-0005071
NO,1999,John Farquhar,87,78.0,278.0,,00-0005073
STL,1999,D'Marco Farr,75,73.0,280.0,,00-0005074
NYJ,1999,James Farrior,58,74.0,244.0,,00-0005082
PIT,1999,Kris Farris,77,79.0,322.0,,00-0005084
NE,1999,Kevin Faulk,33,68.0,197.0,,00-0005091
STL,1999,Marshall Faulk,28,70.0,211.0,,00-0005092
SEA,1999,Christian Fauria,86,76.0,245.0,,00-0005101
TEN,1999,Greg Favors,51,73.0,236.0,,00-0005105
GB,1999,Brett Favre,4,74.0,220.0,,00-0005106
SD,1999,Jermaine Fazande,35,74.0,255.0,,00-0005110
SEA,1999,Jeff Feagles,10,73.0,207.0,,00-0005113
NYJ,1999,Jason Ferguson,72,75.0,305.0,,00-0005150
PIT,1999,John Fiala,57,74.0,235.0,,00-0005176
JAX,1999,Jay Fiedler,11,74.0,217.0,,00-0005180
NO,1999,Mark Fields,55,74.0,244.0,,00-0005202
SEA,1999,Scott Fields,46,74.0,220.0,,00-0005205
BUF,1999,John Fina,70,76.0,300.0,,00-0005217
DEN,1999,Dan Finn,64,75.0,316.0,,00-0005228
PHI,1999,Brian Finneran,86,77.0,210.0,,00-0005231
SF,1999,Dave Fiore,74,76.0,290.0,,00-0005234
WAS,1999,Mark Fischer,60,75.0,293.0,,00-0005236
CIN,1999,Charles Fisher,25,71.0,186.0,,00-0005244
TEN,1999,Jason Fisk,97,75.0,295.0,,00-0005263
GB,1999,Mike Flanagan,58,77.0,295.0,,00-0005293
CHI,1999,Jim Flanigan,99,74.0,288.0,,00-0005296
STL,1999,John Flannery,63,76.0,295.0,,00-0005298
NE,1999,Derrick Fletcher,64,78.0,348.0,,00-0005318
STL,1999,London Fletcher,59,70.0,241.0,,00-0005322
SD,1999,Terrell Fletcher,41,68.0,196.0,,00-0005324
PIT,1999,Lee Flowers,41,72.0,213.0,,00-0005346
NE,1999,Chris Floyd,37,74.0,235.0,,00-0005348
NO,1999,Malcolm Floyd,18,72.0,194.0,,00-0005355
CAR,1999,William Floyd,40,73.0,242.0,,00-0005361
BUF,1999,Doug Flutie,7,70.0,178.0,,00-0005363
BAL,1999,Mike Flynn,62,75.0,295.0,,00-0005366
BAL,1999,Spencer Folau,71,77.0,300.0,,00-0005377
SEA,1999,Glenn Foley,13,74.0,220.0,,00-0005379
CIN,1999,Steve Foley,95,75.0,260.0,,00-0005384
ARI,1999,James Folston,58,75.0,240.0,,00-0005392
SD,1999,Albert Fontenot,95,76.0,287.0,,00-0005395
NO,1999,Jerry Fontenot,62,75.0,300.0,,00-0005399
CLE,1999,Marlon Forbes,39,73.0,215.0,,00-0005405
TEN,1999,Henry Ford,92,75.0,295.0,,00-0005417
JAX,1999,Todd Fordham,78,77.0,308.0,,00-0005432
BUF,1999,Jay Foreman,55,73.0,240.0,,00-0005434
SD,1999,Roman Fortin,67,77.0,297.0,,00-0005446
WAS,1999,James Francis,51,77.0,257.0,,00-0005504
TEN,1999,Mike Frederick,94,77.0,280.0,,00-0005558
ARI,1999,Rob Fredrickson,59,76.0,235.0,,00-0005560
GB,1999,Antonio Freeman,86,73.0,198.0,,00-0005562
SEA,1999,Rufus French,84,75.0,257.0,,00-0005588
DET,1999,Gus Frerotte,12,75.0,230.0,,00-0005589
DAL,1999,Ben Fricke,69,72.0,295.0,,00-0005592
DEN,1999,Lennie Friedman,64,75.0,298.0,,00-0005596
NE,1999,John Friesz,17,76.0,223.0,,00-0005600
STL,1999,Todd Frohbieter,79,78.0,328.0,,00-0005607
NYJ,1999,Scott Frost,47,75.0,219.0,,00-0005609
WAS,1999,Irving Fryar,86,72.0,198.0,,00-0005616
PIT,1999,Chris Fuamatu-Ma'afala,45,71.0,252.0,,00-0005620
CLE,1999,Corey Fuller,24,70.0,217.0,,00-0005627
SEA,1999,Randy Fuller,21,70.0,184.0,,00-0005635
MIA,1999,Oronde Gadsden,86,74.0,215.0,,00-0005668
SEA,1999,Joey Galloway,84,71.0,188.0,,00-0005720
NYG,1999,Scott Galyon,52,74.0,245.0,,00-0005723
NO,1999,Kendall Gammon,86,76.0,265.0,,00-0005732
PIT,1999,Wayne Gandy,72,77.0,310.0,,00-0005736
OAK,1999,Rich Gannon,12,75.0,210.0,,00-0005741
CAR,1999,Frank Garcia,65,74.0,302.0,,00-0005753
SF,1999,Jeff Garcia,5,73.0,195.0,,00-0005755
MIA,1999,Daryl Gardener,92,78.0,315.0,,00-0005760
PHI,1999,Barry Gardner,52,72.0,248.0,,00-0005763
CLE,1999,Chris Gardocki,17,73.0,200.0,,00-0005771
DAL,1999,Kelvin Garmon,61,74.0,330.0,,00-0005778
SF,1999,Charlie Garner,25,69.0,187.0,,00-0005779
NYG,1999,Sam Garnes,20,75.0,225.0,,00-0005785
DAL,1999,Jason Garrett,17,74.0,198.0,,00-0005794
DEN,1999,Olandis Gary,22,71.0,218.0,,00-0005816
BUF,1999,Sam Gash,33,72.0,240.0,,00-0005822
TEN,1999,Eddie George,27,75.0,240.0,,00-0005883
MIN,1999,Jeff George,3,76.0,214.0,,00-0005885
KC,1999,Ron George,55,74.0,247.0,,00-0005890
TEN,1999,Spencer George,26,69.0,200.0,,00-0005891
NE,1999,Tony George,41,71.0,200.0,,00-0005893
STL,1999,Joe Germaine,9,72.0,203.0,,00-0005902
ATL,1999,Jammi German,87,73.0,192.0,,00-0005903
DET,1999,Aaron Gibson,71,78.0,380.0,,00-0005927
CLE,1999,Damon Gibson,81,68.0,185.0,,00-0005932
CIN,1999,Oliver Gibson,99,74.0,290.0,,00-0005939
CAR,1999,Sean Gilbert,94,77.0,318.0,,00-0005962
PIT,1999,Jason Gildon,92,75.0,255.0,,00-0005967
NE,1999,Cory Gilliard,26,72.0,210.0,,00-0005990
NYJ,1999,Mike Gisler,67,76.0,300.0,,00-0006009
SF,1999,Reggie Givens,59,72.0,234.0,,00-0006014
NYJ,1999,Aaron Glenn,31,69.0,185.0,,00-0006034
IND,1999,Tarik Glenn,78,77.0,335.0,,00-0006042
NE,1999,Terry Glenn,88,71.0,185.0,,00-0006043
MIN,1999,Andrew Glover,82,78.0,249.0,,00-0006047
SEA,1999,Kevin Glover,53,74.0,282.0,,00-0006050
NO,1999,La'Roi Glover,97,74.0,285.0,,00-0006051
TEN,1999,Phil Glover,54,71.0,241.0,,00-0006052
DAL,1999,Randall Godfrey,56,74.0,235.0,,00-0006063
CIN,1999,Mike Goff,63,77.0,316.0,,00-0006072
MIA,1999,Kevin Gogan,66,79.0,325.0,,00-0006078
PIT,1999,Pete Gonzalez,7,73.0,216.0,,00-0006100
KC,1999,Tony Gonzalez,88,76.0,251.0,,00-0006101
TB,1999,Jeff Gooch,50,71.0,224.0,,00-0006103
GB,1999,Tyrone Goodson,20,74.0,195.0,,00-0006130
MIA,1999,Hunter Goodwin,83,77.0,270.0,,00-0006133
OAK,1999,Darrien Gordon,23,71.0,190.0,,00-0006148
NYJ,1999,Dwayne Gordon,54,73.0,245.0,,00-0006149
BUF,1999,Lennox Gordon,31,71.0,201.0,,00-0006155
WAS,1999,Kurt Gouveia,56,73.0,240.0,,00-0006178
DAL,1999,Toby Gowin,4,70.0,167.0,,00-0006181
CHI,1999,Brian Gowins,11,69.0,174.0,,00-0006182
NYG,1999,Scott Gragg,74,80.0,325.0,,00-0006196
ARI,1999,Aaron Graham,54,76.0,301.0,,00-0006197
SD,1999,DeMingo Graham,71,75.0,310.0,,00-0006202
BAL,1999,Jay Graham,34,71.0,215.0,,00-0006208
SD,1999,Jeff Graham,81,74.0,206.0,,00-0006210
NYG,1999,Kent Graham,10,77.0,245.0,,00-0006212
TB,1999,Martin Gramatica,7,68.0,170.0,,00-0006223
CIN,1999,Billy Granville,91,75.0,252.0,,00-0006250
STL,1999,Paul Grasmanis,93,74.0,298.0,,00-0006251
DEN,1999,Paul Grasmanis,95,74.0,298.0,,00-0006251
KC,1999,Carlton Gray,23,72.0,198.0,,00-0006265
SEA,1999,Chris Gray,62,76.0,305.0,,00-0006268
MIN,1999,Torrian Gray,23,72.0,200.0,,00-0006292
ATL,1999,Tony Graziani,7,74.0,215.0,,00-0006299
KC,1999,Elvis Grbac,18,77.0,237.0,,00-0006300
SEA,1999,Ahman Green,30,72.0,213.0,,00-0006305
WAS,1999,Darrell Green,28,68.0,184.0,,00-0006316
IND,1999,E.G. Green,84,71.0,190.0,,00-0006322
NYJ,1999,Eric Green,86,77.0,279.0,,00-0006324
TB,1999,Jacquez Green,81,69.0,168.0,,00-0006331
ATL,1999,Lamont Green,50,75.0,230.0,,00-0006335
STL,1999,Trent Green,10,75.0,215.0,,00-0006355
NYJ,1999,Victor Green,21,71.0,210.0,,00-0006356
MIA,1999,Yatil Green,87,74.0,205.0,,00-0006359
CAR,1999,Kevin Greene,91,75.0,247.0,,00-0006373
IND,1999,Scott Greene,43,70.0,240.0,,00-0006380
BUF,1999,Donovan Greer,25,69.0,178.0,,00-0006395
PHI,1999,Kelly Gregg,94,72.0,285.0,,00-0006398
ARI,1999,Chris Greisen,15,75.0,225.0,,00-0006410
DEN,1999,Brian Griese,14,75.0,215.0,,00-0006423
CIN,1999,Damon Griffin,87,69.0,186.0,,00-0006431
DEN,1999,Howard Griffith,29,72.0,230.0,,00-0006456
JAX,1999,Rich Griffith,85,77.0,260.0,,00-0006458
MIN,1999,Robert Griffith,24,71.0,198.0,,00-0006459
CIN,1999,Clif Groce,46,71.0,245.0,,00-0006482
TB,1999,Paul Gruber,74,77.0,292.0,,00-0006508
KC,1999,Tim Grunhard,61,74.0,311.0,,00-0006513
STL,1999,Mike Gruttadauria,60,75.0,297.0,,00-0006516
CIN,1999,Brock Gutierrez,62,75.0,304.0,,00-0006562
SEA,1999,Brian Habib,68,79.0,299.0,,00-0006577
STL,1999,Az-Zahir Hakim,81,70.0,179.0,,00-0006627
NO,1999,Mike Halapin,79,77.0,310.0,,00-0006628
NYG,1999,Ryan Hale,93,76.0,300.0,,00-0006631
SF,1999,Charles Haley,94,77.0,255.0,,00-0006633
CIN,1999,Cory Hall,26,72.0,205.0,,00-0006647
NYJ,1999,John Hall,9,75.0,228.0,,00-0006662
GB,1999,Lamont Hall,88,76.0,260.0,,00-0006666
DAL,1999,Lemanski Hall,55,72.0,235.0,,00-0006668
ATL,1999,Travis Hall,98,77.0,300.0,,00-0006684
ATL,1999,Bob Hallen,64,76.0,305.0,,00-0006688
CHI,1999,Ty Hallock,49,74.0,254.0,,00-0006692
DAL,1999,Darren Hambrick,54,74.0,227.0,,00-0006702
NYJ,1999,Bobby Hamilton,92,77.0,280.0,,00-0006708
NYG,1999,Conrad Hamilton,41,70.0,195.0,,00-0006711
NYG,1999,Keith Hamilton,75,78.0,300.0,,00-0006719
WAS,1999,Malcolm Hamilton,58,73.0,235.0,,00-0006722
SD,1999,Michael Hamilton,53,74.0,245.0,,00-0006724
ATL,1999,Ruffin Hamilton,54,73.0,235.0,,00-0006728
NO,1999,Uhuru Hamiter,96,76.0,280.0,,00-0006733
SD,1999,Norman Hand,96,75.0,313.0,,00-0006766
SEA,1999,Merton Hanks,36,74.0,181.0,,00-0006775
WAS,1999,Brian Hansen,12,76.0,215.0,,00-0006791
BUF,1999,Phil Hansen,90,77.0,278.0,,00-0006795
GB,1999,Chris Hanson,7,73.0,210.0,,00-0006799
DET,1999,Jason Hanson,4,71.0,182.0,,00-0006800
ATL,1999,Byron Hanspard,24,70.0,200.0,,00-0006803
TB,1999,Patrick Hape,82,76.0,262.0,,00-0006804
SD,1999,Jim Harbaugh,4,75.0,215.0,,00-0006808
SD,1999,Cedric Harden,92,78.0,260.0,,00-0006818
JAX,1999,Kevin Hardy,51,76.0,247.0,,00-0006843
ARI,1999,Terry Hardy,80,76.0,271.0,,00-0006848
DAL,1999,Alvin Harper,82,76.0,218.0,,00-0006877
DET,1999,Dwayne Harper,40,71.0,175.0,,00-0006881
PHI,1999,Al Harris,31,73.0,185.0,,00-0006915
MIA,1999,Anthony Harris,51,73.0,240.0,,00-0006918
GB,1999,Bernardo Harris,55,74.0,250.0,,00-0006920
BAL,1999,Corey Harris,45,71.0,200.0,,00-0006927
STL,1999,Derrick Harris,33,72.0,253.0,,00-0006930
TEN,1999,Jackie Harris,88,76.0,250.0,,00-0006949
OAK,1999,James Harris,93,78.0,285.0,,00-0006953
OAK,1999,Johnnie Harris,44,74.0,210.0,,00-0006960
CLE,1999,Jon Harris,70,79.0,292.0,,00-0006962
GB,1999,Jon Harris,74,79.0,292.0,,00-0006962
PHI,1999,Kenny Harris,38,73.0,198.0,,00-0006965
SF,1999,Mark Harris,88,76.0,201.0,,00-0006977
NYG,1999,Robert Harris,97,76.0,300.0,,00-0006991
ATL,1999,Ronnie Harris,82,71.0,185.0,,00-0006994
CHI,1999,Sean Harris,55,75.0,252.0,,00-0006997
CHI,1999,Walt Harris,27,71.0,195.0,,00-0007007
BAL,1999,Chris Harrison,67,75.0,290.0,,00-0007017
MIN,1999,Martin Harrison,95,77.0,258.0,,00-0007023
IND,1999,Marvin Harrison,88,72.0,181.0,,00-0007024
PIT,1999,Nolan Harrison,74,77.0,291.0,,00-0007026
SD,1999,Rodney Harrison,37,73.0,207.0,,00-0007030
DET,1999,Jeff Hartings,64,75.0,295.0,,00-0007051
OAK,1999,Richard Harvey,52,73.0,235.0,,00-0007075
SD,1999,Jon Haskins,59,74.0,245.0,,00-0007084
DEN,1999,Harald Hasselbach,96,78.0,285.0,,00-0007089
GB,1999,Matt Hasselbeck,11,76.0,220.0,Boston College,00-0007091
NO,1999,Andre Hastings,88,73.0,190.0,,00-0007093
KC,1999,James Hasty,40,72.0,213.0,,00-0007095
MIN,1999,Matt Hatchette,89,74.0,201.0,,00-0007103
PHI,1999,Tim Hauck,45,70.0,187.0,,00-0007108
CIN,1999,Artrell Hawkins,27,70.0,190.0,,00-0007115
PIT,1999,Courtney Hawkins,88,69.0,190.0,,00-0007120
NYJ,1999,Chris Hayes,30,72.0,206.0,,00-0007143
CAR,1999,Donald Hayes,81,76.0,208.0,,00-0007144
ARI,1999,Jarius Hayes,48,75.0,266.0,,00-0007147
SF,1999,Garrison Hearst,20,71.0,219.0,,00-0007180
CIN,1999,Rodney Heath,22,70.0,170.0,,00-0007186
WAS,1999,Andy Heck,64,78.0,298.0,,00-0007195
TB,1999,George Hegamin,79,79.0,331.0,,00-0007207
SD,1999,Steve Heiden,83,76.0,256.0,,00-0007213
GB,1999,Craig Heimburger,75,74.0,318.0,,00-0007215
DAL,1999,Dale Hellestrae,70,77.0,291.0,,00-0007226
DAL,1999,Nate Hemsley,58,72.0,228.0,,00-0007236
GB,1999,William Henderson,33,73.0,250.0,,00-0007254
DAL,1999,Chad Hennings,95,78.0,291.0,,00-0007283
PIT,1999,Kevin Henry,76,76.0,282.0,,00-0007296
TEN,1999,Craig Hentrich,15,75.0,205.0,,00-0007308
CHI,1999,Jimmy Herndon,74,80.0,318.0,,00-0007324
BAL,1999,Kim Herring,20,72.0,200.0,,00-0007334
CAR,1999,Chris Hetherington,44,75.0,249.0,,00-0007357
NO,1999,Chris Hewitt,23,72.0,210.0,,00-0007359
KC,1999,Eric Hicks,98,78.0,278.0,,00-0007375
BUF,1999,Robert Hicks,77,79.0,338.0,,00-0007387
WAS,1999,Skip Hicks,20,72.0,230.0,,00-0007389
SD,1999,Eric Hill,54,74.0,265.0,,00-0007433
DET,1999,Greg Hill,21,71.0,212.0,,00-0007436
CLE,1999,Madre Hill,34,71.0,199.0,,00-0007447
MIA,1999,Ray Hill,28,72.0,195.0,,00-0007452
NYG,1999,Ike Hilliard,88,71.0,195.0,,00-0007468
CHI,1999,Keno Hills,68,78.0,305.0,,00-0007472
NO,1999,Keno Hills,76,78.0,305.0,,00-0007472
MIN,1999,Jimmy Hitchcock,37,70.0,188.0,,00-0007512
MIN,1999,Leroy Hoard,44,71.0,225.0,,00-0007520
NO,1999,Billy Joe Hobert,12,75.0,230.0,,00-0007530
STL,1999,Nate Hobgood-Chittick,95,75.0,290.0,,00-0007531
STL,1999,James Hodgins,42,71.0,230.0,,00-0007546
WAS,1999,David Hoelscher,91,78.0,261.0,,00-0007548
SD,1999,Richard Hogans,59,74.0,249.0,,00-0007564
IND,1999,Kelly Holcomb,13,74.0,212.0,,00-0007576
STL,1999,Robert Holcombe,25,71.0,220.0,,00-0007579
CHI,1999,Warrick Holdman,53,73.0,238.0,,00-0007586
BUF,1999,John Holecek,52,74.0,242.0,,00-0007587
CLE,1999,Darius Holland,73,77.0,320.0,,00-0007590
GB,1999,Vonnie Holliday,90,77.0,300.0,,00-0007611
MIA,1999,Dwight Hollier,50,74.0,242.0,,00-0007614
JAX,1999,Mike Hollis,1,67.0,178.0,,00-0007622
MIN,1999,Rob Holmberg,51,75.0,228.0,,00-0007640
IND,1999,Darick Holmes,44,72.0,237.0,,00-0007647
PIT,1999,Earl Holmes,50,74.0,250.0,,00-0007652
CHI,1999,Jaret Holmes,10,72.0,209.0,,00-0007655
TEN,1999,Kenny Holmes,99,76.0,270.0,,00-0007659
ARI,1999,Lester Holmes,71,77.0,330.0,,00-0007660
BAL,1999,Priest Holmes,33,69.0,205.0,,00-0007661
NYG,1999,Bernard Holsey,79,74.0,285.0,,00-0007667
STL,1999,Torry Holt,88,72.0,190.0,,00-0007681
TEN,1999,Brad Hopkins,72,75.0,306.0,,00-0007719
SF,1999,Tyrone Hopson,66,74.0,305.0,,00-0007735
STL,1999,Mike Horan,2,71.0,192.0,,00-0007737
KC,1999,Joe Horn,84,73.0,206.0,,00-0007744
STL,1999,Tony Horne,82,69.0,173.0,,00-0007749
JAX,1999,Chris Howard,24,70.0,226.0,,00-0007795
DET,1999,Desmond Howard,18,70.0,185.0,,00-0007798
GB,1999,Desmond Howard,82,70.0,185.0,,00-0007798
CIN,1999,Ty Howard,20,70.0,185.0,,00-0007815
OAK,1999,Bobby Hoying,14,75.0,220.0,,00-0007832
SEA,1999,Brock Huard,5,77.0,228.0,,00-0007834
MIA,1999,Damon Huard,11,75.0,215.0,,00-0007835
CHI,1999,Chris Hudson,47,70.0,199.0,,00-0007849
NYJ,1999,John Hudson,65,74.0,270.0,,00-0007857
ATL,1999,Ben Huff,91,76.0,297.0,,00-0007867
MIN,1999,Jay Humphrey,67,78.0,313.0,,00-0007913
CIN,1999,James Hundon,85,73.0,173.0,,00-0007924
GB,1999,Cletidus Hunt,97,76.0,295.0,,00-0007929
NO,1999,Robert Hunt,60,74.0,290.0,,00-0007937
CHI,1999,Greg Huntington,67,75.0,300.0,,00-0007967
PIT,1999,Richard Huntley,33,71.0,224.0,,00-0007969
OAK,1999,Michael Husted,5,72.0,195.0,,00-0007983
DAL,1999,Tony Hutson,66,75.0,306.0,,00-0007992
MIA,1999,Tom Hutton,4,73.0,193.0,,00-0007993
SD,1999,Israel Ifeanyichukwu,91,75.0,260.0,,00-0008001
JAX,1999,Steve Ingram,67,76.0,315.0,,00-0008027
BUF,1999,Ken Irvin,27,70.0,186.0,,00-0008041
DAL,1999,Michael Irvin,88,74.0,207.0,,00-0008044
DET,1999,Sedrick Irvin,33,71.0,226.0,,00-0008046
NE,1999,Heath Irwin,63,76.0,300.0,,00-0008052
BAL,1999,Qadry Ismail,87,72.0,200.0,,00-0008059
DAL,1999,Raghib Ismail,81,71.0,190.0,,00-0008060
NE,1999,Steve Israel,21,71.0,194.0,,00-0008063
MIA,1999,Larry Izzo,53,70.0,228.0,,00-0008075
ARI,1999,Chris Jacke,13,72.0,207.0,,00-0008080
BAL,1999,Brad Jackson,50,72.0,230.0,,00-0008097
MIA,1999,Calvin Jackson,38,69.0,195.0,,00-0008099
TB,1999,Dexter Jackson,34,72.0,196.0,,00-0008115
OAK,1999,Grady Jackson,90,74.0,325.0,,00-0008124
SD,1999,Greg Jackson,42,73.0,217.0,,00-0008126
SD,1999,John Jackson,65,78.0,297.0,,00-0008142
JAX,1999,Lenzie Jackson,83,72.0,187.0,,00-0008156
CLE,1999,Raymond Jackson,31,70.0,189.0,,00-0008178
BUF,1999,Sheldon Jackson,88,75.0,250.0,,00-0008190
TEN,1999,Steve Jackson,24,68.0,188.0,,00-0008193
